azonosító	vendégazonosító	menüazonosító	dátum	desszert	érkezés	távozás
2027	150	B	2020.10.20	0	13:46:52	14:00:21
2028	109	C	2020.10.21	0	12:27:42	12:42:56
2029	137	A	2020.10.02	1	12:28:48	12:44:18
2030	73	D	2020.10.21	0	12:28:37	12:42:47
2031	20	C	2020.10.22	0	13:17:16	13:32:21
2032	173	C	2020.10.06	0	13:27:40	13:40:32
2033	138	D	2020.10.19	0	13:03:56	13:17:06
2034	85	B	2020.10.19	0	13:26:35	13:40:01
2035	180	A	2020.10.09	1	13:15:50	13:31:17
2036	56	B	2020.10.16	1	13:19:48	13:32:37
2037	74	A	2020.10.19	1	13:08:22	13:22:40
2038	100	A	2020.10.15	1	12:50:09	13:06:08
2039	191	A	2020.10.28	0	11:43:22	11:57:06
2040	62	A	2020.10.30	0	12:01:09	12:16:49
2041	151	A	2020.10.12	1	12:47:52	13:01:04
2042	85	B	2020.10.15	1	13:14:43	13:30:40
2043	84	A	2020.10.28	1	13:04:08	13:17:42
2044	110	B	2020.10.06	1	13:13:05	13:25:46
2045	38	C	2020.10.12	1	12:41:24	12:56:48
2046	104	B	2020.10.08	0	12:15:42	12:30:18
2047	8	D	2020.10.02	0	13:14:28	13:26:37
2048	19	C	2020.10.30	0	12:56:28	13:11:51
2049	157	D	2020.10.16	1	13:20:07	13:35:12
2050	188	A	2020.10.09	0	11:44:36	11:59:43
2051	87	C	2020.10.27	0	12:48:17	13:03:06
2052	102	D	2020.10.08	0	12:33:35	12:47:46
2053	122	C	2020.10.29	1	12:59:29	13:14:15
2054	171	C	2020.10.09	0	14:06:50	14:20:29
2055	147	A	2020.10.06	1	12:39:40	12:53:23
2056	184	A	2020.10.07	0	11:50:21	12:04:34
2057	88	B	2020.10.07	0	13:03:29	13:18:56
2058	146	B	2020.10.15	0	11:56:10	12:11:45
2059	63	D	2020.10.07	1	13:55:54	14:11:49
2060	26	A	2020.10.15	1	13:24:05	13:36:25
2061	75	A	2020.10.15	1	11:42:57	11:58:29
2062	137	A	2020.10.07	1	12:49:12	13:02:40
2063	68	C	2020.10.19	0	13:43:14	13:58:59
2064	180	A	2020.10.21	0	12:02:34	12:15:54
2065	27	A	2020.10.08	0	13:35:41	13:49:42
2066	80	A	2020.10.12	0	13:44:56	13:57:54
2067	89	D	2020.10.16	0	12:47:41	13:01:53
2068	108	C	2020.10.29	1	12:37:36	12:52:09
2069	67	A	2020.10.14	0	13:49:58	14:05:04
2070	97	B	2020.10.20	0	13:20:57	13:36:19
2071	109	A	2020.10.05	0	12:51:50	13:05:49
2072	59	C	2020.10.14	1	14:02:52	14:17:04
2073	14	A	2020.10.28	1	13:40:58	13:55:09
2074	70	C	2020.10.02	0	12:20:27	12:33:11
2075	145	B	2020.10.02	1	12:25:24	12:38:43
2076	14	A	2020.10.15	0	13:46:50	14:02:15
2077	87	B	2020.10.29	0	12:08:14	12:22:17
2078	110	A	2020.10.26	1	13:10:45	13:22:46
2079	139	C	2020.10.29	1	13:58:01	14:10:25
2080	7	A	2020.10.13	0	13:15:39	13:28:29
2081	112	C	2020.10.08	1	12:46:10	12:59:53
2082	165	C	2020.10.15	0	14:25:55	14:41:36
2083	45	B	2020.10.28	1	12:30:55	12:42:55
2084	161	B	2020.10.21	1	14:25:47	14:39:03
2085	131	A	2020.10.19	0	13:58:30	14:12:01
2086	72	B	2020.10.12	0	12:57:18	13:11:33
2087	193	B	2020.10.22	1	12:41:54	12:55:48
2088	127	D	2020.10.27	1	12:47:44	13:01:53
2089	133	C	2020.10.15	0	11:52:35	12:08:06
2090	106	B	2020.10.12	1	12:58:07	13:12:15
2091	57	B	2020.10.07	0	12:42:47	12:57:57
2092	25	C	2020.10.29	1	13:42:42	13:55:24
2093	11	C	2020.10.12	0	13:25:49	13:41:50
2094	53	C	2020.10.20	1	13:36:06	13:51:04
2095	128	C	2020.10.16	0	11:51:46	12:04:09
2096	181	A	2020.10.26	0	12:24:42	12:37:01
2097	65	A	2020.10.06	0	13:28:58	13:44:02
2098	163	B	2020.10.02	1	13:18:13	13:32:52
2099	171	C	2020.10.30	0	13:38:05	13:50:18
2100	109	B	2020.10.16	1	12:31:28	12:46:58
2101	39	C	2020.10.02	1	14:13:40	14:28:48
2102	64	A	2020.10.27	0	13:01:32	13:14:23
2103	5	B	2020.10.14	0	13:07:45	13:23:15
2104	47	B	2020.10.16	0	12:28:38	12:43:57
2105	62	B	2020.10.07	0	12:04:25	12:19:25
2106	152	A	2020.10.01	0	13:34:39	13:48:34
2107	171	C	2020.10.21	1	14:24:03	14:38:37
2108	27	B	2020.10.07	0	13:38:33	13:52:38
2109	59	A	2020.10.21	1	13:30:38	13:45:54
2110	175	A	2020.10.29	1	13:35:05	13:50:28
2111	97	A	2020.10.07	0	12:59:18	13:14:01
2112	154	B	2020.10.28	0	13:41:19	13:53:51
2113	172	C	2020.10.27	0	12:11:49	12:25:16
2114	138	D	2020.10.05	0	12:30:02	12:42:35
2115	21	B	2020.10.16	1	12:12:16	12:27:42
2116	38	A	2020.10.29	1	12:46:02	12:59:02
2117	75	C	2020.10.08	1	12:40:18	12:52:34
2118	67	A	2020.10.26	0	13:29:52	13:44:37
2119	103	C	2020.10.09	1	12:15:01	12:30:27
2120	7	A	2020.10.29	0	13:16:14	13:29:51
2121	135	C	2020.10.14	1	13:36:51	13:52:41
2122	186	C	2020.10.21	0	12:32:12	12:46:30
2123	136	B	2020.10.05	0	13:56:04	14:11:31
2124	12	A	2020.10.05	1	11:49:12	12:04:04
2125	25	C	2020.10.06	0	13:55:34	14:07:39
2126	186	C	2020.10.06	0	12:00:33	12:16:05
2127	173	A	2020.10.29	1	13:15:57	13:31:43
2128	163	A	2020.10.08	0	13:36:10	13:49:18
2129	100	B	2020.10.21	0	13:31:37	13:46:47
2130	137	C	2020.10.28	0	12:54:50	13:07:30
2131	96	A	2020.10.06	0	13:11:37	13:23:48
2132	87	B	2020.10.01	1	12:35:04	12:49:23
2133	41	C	2020.10.30	0	13:55:17	14:10:59
2134	116	C	2020.10.20	0	13:25:36	13:39:46
2135	165	B	2020.10.08	0	13:35:27	13:49:36
2136	55	D	2020.10.14	0	13:54:37	14:06:38
2137	40	C	2020.10.12	0	11:42:01	11:55:57
2138	139	C	2020.10.22	0	13:28:53	13:40:59
2139	101	C	2020.10.01	1	13:56:35	14:11:49
2140	161	C	2020.10.14	1	14:26:12	14:42:01
2141	27	C	2020.10.05	0	13:35:25	13:50:34
2142	16	A	2020.10.05	1	12:52:59	13:05:35
2143	100	C	2020.10.19	1	12:58:13	13:11:48
2144	168	C	2020.10.08	1	13:28:58	13:43:28
2145	60	B	2020.10.26	0	11:38:09	11:53:11
2146	153	A	2020.10.22	0	13:10:03	13:24:07
2147	140	C	2020.10.22	1	13:50:10	14:05:34
2148	97	A	2020.10.08	1	13:27:58	13:43:46
2149	185	A	2020.10.13	0	12:30:09	12:43:28
2150	159	A	2020.10.21	1	13:55:12	14:10:42
2151	66	C	2020.10.29	1	13:43:38	13:55:45
2152	151	C	2020.10.21	0	13:01:54	13:15:43
2153	181	B	2020.10.06	0	12:22:22	12:36:18
2154	137	C	2020.10.01	0	12:28:05	12:41:29
2155	99	A	2020.10.14	1	13:41:20	13:57:02
2156	35	B	2020.10.02	0	12:22:07	12:36:43
2157	134	C	2020.10.19	1	13:07:27	13:20:25
2158	113	C	2020.10.13	0	13:06:16	13:20:47
2159	113	B	2020.10.01	1	13:09:16	13:23:51
2160	172	A	2020.10.14	0	12:06:00	12:18:27
2161	91	B	2020.10.19	1	12:49:28	13:02:55
2162	67	B	2020.10.22	0	13:35:19	13:48:50
2163	124	B	2020.10.20	0	13:20:45	13:32:48
2164	103	C	2020.10.14	0	12:31:01	12:44:05
2165	69	A	2020.10.20	0	13:48:00	14:00:31
2166	5	C	2020.10.06	0	13:12:09	13:25:20
2167	166	B	2020.10.20	1	13:16:42	13:31:14
2168	164	D	2020.10.20	1	12:13:41	12:25:52
2169	36	D	2020.10.19	1	13:35:46	13:48:57
2170	105	A	2020.10.13	1	13:19:11	13:32:31
2171	39	C	2020.10.16	0	13:42:55	13:58:10
2172	124	B	2020.10.15	1	13:19:53	13:32:12
2173	38	A	2020.10.13	0	12:36:26	12:48:58
2174	80	A	2020.10.13	1	13:38:21	13:51:52
2175	82	D	2020.10.14	0	13:04:06	13:16:11
2176	120	A	2020.10.29	0	13:10:32	13:23:54
2177	156	C	2020.10.21	0	13:23:07	13:36:58
2178	83	C	2020.10.02	0	13:40:05	13:53:49
2179	131	A	2020.10.29	0	13:57:43	14:11:27
2180	25	C	2020.10.22	0	13:31:49	13:46:05
2181	74	A	2020.10.28	0	13:41:03	13:54:24
2182	166	C	2020.10.05	0	13:27:41	13:43:31
2183	83	A	2020.10.26	1	13:38:54	13:51:22
2184	23	B	2020.10.09	0	13:14:41	13:29:09
2185	7	A	2020.10.14	0	13:02:53	13:18:35
2186	44	A	2020.10.21	0	12:30:50	12:43:13
2187	144	B	2020.10.21	0	12:49:33	13:02:07
2188	145	A	2020.10.27	0	11:42:04	11:56:01
2189	2	B	2020.10.05	1	12:32:50	12:48:12
2190	26	C	2020.10.27	0	13:01:24	13:14:27
2191	3	C	2020.10.16	1	12:28:51	12:41:52
2192	115	B	2020.10.27	0	12:23:10	12:38:09
2193	165	A	2020.10.20	1	13:38:06	13:51:15
2194	116	B	2020.10.22	0	13:18:37	13:31:03
2195	64	B	2020.10.13	1	12:50:00	13:02:38
2196	63	D	2020.10.05	1	13:22:03	13:37:42
2197	180	A	2020.10.15	0	12:29:26	12:42:46
2198	80	C	2020.10.02	1	13:32:23	13:46:27
2199	86	C	2020.10.27	1	12:54:04	13:06:54
2200	155	C	2020.10.02	0	13:52:26	14:06:41
2201	1	B	2020.10.08	1	12:34:10	12:49:43
2202	175	A	2020.10.21	0	13:25:56	13:42:04
2203	2	C	2020.10.15	1	11:44:50	11:58:50
2204	187	A	2020.10.05	0	11:45:04	12:00:37
2205	193	B	2020.10.01	1	12:56:10	13:08:51
2206	88	A	2020.10.19	0	12:50:54	13:05:56
2207	174	C	2020.10.26	0	13:13:54	13:26:27
2208	159	B	2020.10.14	0	13:38:37	13:54:21
2209	183	A	2020.10.26	1	12:36:11	12:50:11
2210	46	C	2020.10.13	1	13:29:36	13:41:47
2211	81	C	2020.10.20	0	13:05:47	13:21:06
2212	48	B	2020.10.15	1	11:48:37	12:02:41
2213	117	B	2020.10.13	1	13:31:29	13:44:07
2214	87	B	2020.10.21	1	12:33:34	12:47:47
2215	53	B	2020.10.26	0	13:02:24	13:17:05
2216	26	B	2020.10.05	1	14:05:10	14:18:02
2217	20	C	2020.10.12	0	13:19:19	13:33:41
2218	128	C	2020.10.15	1	11:46:57	12:01:46
2219	130	C	2020.10.06	0	13:29:06	13:41:30
2220	56	B	2020.10.27	0	13:34:51	13:48:40
2221	123	B	2020.10.07	1	13:26:02	13:40:30
2222	121	A	2020.10.05	1	13:31:47	13:45:04
2223	176	B	2020.10.28	1	13:50:26	14:06:25
2224	82	D	2020.10.22	0	13:14:45	13:30:16
2225	73	D	2020.10.19	0	13:15:14	13:29:50
2226	155	A	2020.10.07	0	13:32:50	13:47:42
2227	157	D	2020.10.30	0	13:20:37	13:35:06
2228	164	C	2020.10.01	0	12:38:59	12:52:50
2229	37	B	2020.10.14	1	12:34:52	12:48:43
2230	175	B	2020.10.16	1	13:24:43	13:40:36
2231	178	C	2020.10.22	0	12:20:32	12:35:40
2232	94	C	2020.10.28	0	12:54:59	13:09:15
2233	174	A	2020.10.07	0	13:08:50	13:20:56
2234	193	C	2020.10.27	1	12:59:24	13:15:10
2235	70	B	2020.10.20	1	13:01:16	13:16:12
2236	67	A	2020.10.09	1	13:32:35	13:45:04
2237	155	C	2020.10.12	1	13:34:00	13:47:42
2238	75	B	2020.10.21	1	11:47:58	12:00:53
2239	33	C	2020.10.14	0	13:22:29	13:34:31
2240	58	A	2020.10.12	0	12:37:51	12:53:39
2241	115	A	2020.10.19	1	12:04:58	12:17:11
2242	189	C	2020.10.09	1	13:07:39	13:23:34
2243	104	A	2020.10.22	0	12:18:44	12:34:20
2244	13	B	2020.10.21	0	13:17:07	13:31:00
2245	142	C	2020.10.12	0	13:09:53	13:25:36
2246	124	C	2020.10.06	0	13:12:21	13:25:25
2247	5	C	2020.10.27	0	13:21:54	13:35:22
2248	64	B	2020.10.02	1	12:56:01	13:08:44
2249	175	B	2020.10.01	1	13:22:43	13:36:56
2250	148	A	2020.10.20	0	12:01:39	12:16:00
2251	197	C	2020.10.09	0	13:46:27	13:58:57
2252	188	C	2020.10.21	1	12:24:05	12:37:48
2253	68	C	2020.10.01	0	13:30:16	13:44:35
2254	28	B	2020.10.06	1	13:26:42	13:42:24
2255	71	A	2020.10.02	0	13:33:06	13:48:06
2256	7	A	2020.10.01	1	13:25:29	13:40:08
2257	68	C	2020.10.06	1	13:14:48	13:27:12
2258	90	B	2020.10.09	0	12:06:26	12:19:41
2259	40	A	2020.10.26	1	12:21:44	12:33:54
2260	48	B	2020.10.30	0	11:37:14	11:50:06
2261	49	C	2020.10.02	0	13:29:02	13:41:13
2262	93	C	2020.10.26	0	12:51:08	13:05:09
2263	75	C	2020.10.14	0	11:47:10	11:59:54
2264	188	B	2020.10.19	1	11:51:26	12:04:51
2265	165	C	2020.10.14	1	14:29:21	14:42:36
2266	110	B	2020.10.09	1	13:15:31	13:28:37
2267	53	C	2020.10.14	1	13:23:26	13:38:00
2268	45	B	2020.10.07	0	12:52:25	13:04:29
2269	181	C	2020.10.22	0	12:40:11	12:53:46
2270	39	C	2020.10.19	0	13:59:14	14:12:38
2271	32	B	2020.10.07	0	12:50:59	13:05:26
2272	83	C	2020.10.14	0	13:34:50	13:49:16
2273	164	D	2020.10.22	1	12:29:58	12:43:06
2274	163	B	2020.10.13	1	13:06:58	13:19:54
2275	151	C	2020.10.19	1	12:45:57	12:59:04
2276	92	A	2020.10.28	1	13:03:59	13:16:33
2277	129	B	2020.10.12	1	13:19:31	13:31:32
2278	132	A	2020.10.13	1	12:42:17	12:55:28
2279	80	C	2020.10.07	0	13:46:37	13:59:42
2280	145	B	2020.10.26	1	12:25:18	12:38:36
2281	196	B	2020.10.09	0	13:09:06	13:22:26
2282	138	D	2020.10.09	1	12:38:50	12:54:36
2283	85	B	2020.10.22	0	13:20:41	13:33:16
2284	131	B	2020.10.26	0	13:25:52	13:39:42
2285	9	B	2020.10.06	0	13:30:05	13:42:50
2286	48	A	2020.10.09	1	12:06:36	12:19:34
2287	187	A	2020.10.02	0	11:42:33	11:56:20
2288	133	B	2020.10.06	1	11:40:26	11:55:26
2289	41	C	2020.10.14	1	13:48:15	14:01:11
2290	105	A	2020.10.07	1	13:08:45	13:22:36
2291	116	A	2020.10.05	1	12:50:36	13:04:42
2292	125	B	2020.10.05	0	12:58:00	13:12:29
2293	156	A	2020.10.16	0	13:36:25	13:49:08
2294	135	C	2020.10.30	1	13:23:08	13:38:09
2295	12	B	2020.10.13	0	12:13:06	12:27:06
2296	75	A	2020.10.20	0	11:54:33	12:08:17
2297	165	A	2020.10.26	1	14:28:03	14:41:33
2298	86	A	2020.10.15	1	12:38:43	12:53:05
2299	40	A	2020.10.27	1	11:45:57	12:01:33
2300	122	A	2020.10.05	0	12:46:45	13:01:12
2301	108	A	2020.10.06	0	12:12:07	12:26:47
2302	128	C	2020.10.28	0	11:51:46	12:05:07
2303	188	A	2020.10.07	1	11:46:29	11:59:35
2304	159	A	2020.10.01	0	13:17:02	13:32:51
2305	57	C	2020.10.27	1	12:47:27	12:59:33
2306	21	B	2020.10.26	0	11:51:03	12:04:02
2307	12	B	2020.10.30	1	11:53:23	12:06:13
2308	26	C	2020.10.22	0	13:34:45	13:48:57
2309	105	C	2020.10.21	0	13:41:43	13:54:58
2310	122	C	2020.10.09	0	12:54:11	13:06:23
2311	140	B	2020.10.30	1	13:27:06	13:40:26
2312	128	B	2020.10.30	1	12:20:21	12:33:30
2313	176	B	2020.10.06	1	13:23:10	13:36:10
2314	63	D	2020.10.14	0	13:52:58	14:06:41
2315	72	B	2020.10.05	1	13:06:54	13:22:22
2316	58	C	2020.10.07	0	12:49:18	13:04:10
2317	36	D	2020.10.08	1	13:54:33	14:07:56
2318	11	B	2020.10.05	0	13:17:50	13:30:02
2319	61	C	2020.10.06	0	12:51:08	13:03:48
2320	57	C	2020.10.29	1	11:58:07	12:11:47
2321	142	C	2020.10.07	1	12:39:05	12:53:44
2322	171	C	2020.10.14	0	14:18:51	14:33:43
2323	182	B	2020.10.20	0	12:08:10	12:22:41
2324	138	D	2020.10.07	1	12:34:25	12:46:50
2325	23	B	2020.10.19	1	12:50:22	13:05:10
2326	28	B	2020.10.22	1	13:40:47	13:56:34
2327	130	A	2020.10.05	1	13:54:58	14:07:53
2328	40	A	2020.10.01	0	12:10:25	12:22:47
2329	122	A	2020.10.13	1	12:47:35	13:00:02
2330	170	B	2020.10.27	1	12:49:09	13:04:08
2331	154	A	2020.10.19	1	13:52:52	14:08:20
2332	66	C	2020.10.13	1	13:19:20	13:35:05
2333	104	B	2020.10.01	0	12:03:53	12:18:51
2334	74	A	2020.10.01	1	13:29:01	13:43:27
2335	48	B	2020.10.08	0	12:00:26	12:13:27
2336	33	B	2020.10.30	1	13:26:48	13:40:13
2337	151	B	2020.10.22	0	12:52:41	13:07:42
2338	92	A	2020.10.27	1	13:20:44	13:35:04
2339	17	D	2020.10.05	1	13:25:34	13:38:58
2340	65	C	2020.10.22	0	13:32:06	13:45:21
2341	179	A	2020.10.16	1	12:06:04	12:21:18
2342	48	C	2020.10.27	1	11:44:42	11:59:33
2343	16	A	2020.10.20	0	13:08:31	13:21:35
2344	1	B	2020.10.06	0	13:39:02	13:54:17
2345	121	A	2020.10.06	0	13:25:18	13:38:11
2346	55	D	2020.10.22	0	13:05:39	13:18:58
2347	146	A	2020.10.16	0	11:39:00	11:54:16
2348	83	B	2020.10.15	1	13:40:05	13:55:07
2349	79	A	2020.10.26	1	13:42:42	13:56:39
2350	10	C	2020.10.27	0	12:09:01	12:23:02
2351	123	C	2020.10.02	1	13:09:04	13:23:31
2352	169	B	2020.10.19	1	12:47:44	12:59:56
2353	151	B	2020.10.15	0	13:01:02	13:14:35
2354	112	A	2020.10.19	1	12:41:29	12:56:02
2355	170	C	2020.10.19	1	12:43:32	12:56:15
2356	63	B	2020.10.16	1	13:27:27	13:41:09
2357	143	B	2020.10.20	1	13:28:06	13:43:46
2358	8	D	2020.10.28	1	13:18:51	13:33:40
2359	88	C	2020.10.02	0	13:09:03	13:21:53
2360	77	C	2020.10.06	0	13:11:58	13:24:34
2361	90	B	2020.10.14	0	12:17:55	12:33:19
2362	149	A	2020.10.16	1	13:18:56	13:32:08
2363	97	B	2020.10.12	0	13:17:22	13:31:44
2364	22	D	2020.10.05	0	12:11:33	12:25:08
2365	125	A	2020.10.13	0	12:38:57	12:52:20
2366	47	A	2020.10.21	0	12:58:48	13:14:26
2367	49	A	2020.10.27	0	14:25:56	14:38:29
2368	26	C	2020.10.01	0	14:09:18	14:23:38
2369	121	A	2020.10.16	1	13:53:01	14:06:31
2370	19	B	2020.10.27	1	13:01:24	13:16:29
2371	196	C	2020.10.22	1	13:12:19	13:26:24
2372	50	A	2020.10.28	1	13:21:59	13:37:05
2373	61	A	2020.10.29	0	12:47:55	13:00:52
2374	152	A	2020.10.13	1	13:30:06	13:43:30
2375	98	C	2020.10.07	1	12:42:09	12:54:47
2376	91	A	2020.10.15	1	13:40:21	13:54:42
2377	24	A	2020.10.19	1	12:58:34	13:13:40
2378	182	B	2020.10.27	0	12:13:38	12:27:59
2379	181	C	2020.10.01	0	12:32:11	12:46:52
2380	59	A	2020.10.19	0	13:38:28	13:52:31
2381	82	D	2020.10.28	0	12:51:58	13:07:26
2382	65	C	2020.10.09	0	13:22:31	13:36:02
2383	61	C	2020.10.09	1	12:33:44	12:48:30
2384	47	C	2020.10.12	0	13:02:20	13:15:06
2385	150	C	2020.10.19	1	13:55:15	14:07:54
2386	80	B	2020.10.30	0	13:41:33	13:57:03
2387	94	B	2020.10.09	0	13:16:39	13:29:35
2388	192	A	2020.10.28	0	14:19:33	14:33:20
2389	20	A	2020.10.15	1	13:16:06	13:29:40
2390	166	C	2020.10.06	0	13:14:33	13:29:39
2391	133	C	2020.10.28	1	11:54:21	12:07:43
2392	181	B	2020.10.30	0	12:18:32	12:31:18
2393	138	D	2020.10.13	0	12:45:15	12:58:24
2394	148	B	2020.10.22	1	11:46:18	12:00:52
2395	64	B	2020.10.20	0	12:45:52	12:58:29
2396	29	A	2020.10.02	1	13:20:26	13:34:28
2397	164	D	2020.10.19	1	12:46:00	13:01:13
2398	14	C	2020.10.16	1	13:09:36	13:23:27
2399	133	C	2020.10.27	1	12:01:06	12:14:06
2400	72	C	2020.10.22	0	12:44:42	12:59:27
2401	111	C	2020.10.05	0	12:30:49	12:45:08
2402	142	C	2020.10.30	1	13:15:56	13:30:53
2403	84	C	2020.10.19	0	12:36:03	12:51:16
2404	137	B	2020.10.30	0	12:36:22	12:49:32
2405	109	B	2020.10.07	1	12:22:51	12:36:14
2406	114	A	2020.10.20	1	14:14:38	14:27:28
2407	73	D	2020.10.22	1	12:52:10	13:07:03
2408	28	B	2020.10.26	1	13:20:26	13:35:18
2409	115	C	2020.10.20	1	12:47:48	13:02:27
2410	156	A	2020.10.05	1	13:38:47	13:52:26
2411	184	C	2020.10.20	0	12:16:31	12:31:03
2412	3	C	2020.10.07	0	12:29:12	12:44:07
2413	82	D	2020.10.12	1	13:08:38	13:21:19
2414	175	A	2020.10.15	1	13:33:35	13:47:16
2415	37	A	2020.10.20	1	12:16:00	12:31:26
2416	84	A	2020.10.02	1	12:08:29	12:21:03
2417	92	B	2020.10.26	1	13:07:17	13:22:42
2418	103	A	2020.10.13	1	13:19:57	13:34:19
2419	116	B	2020.10.28	0	13:35:18	13:48:46
2420	36	D	2020.10.29	0	13:34:41	13:50:24
2421	142	A	2020.10.01	0	12:57:16	13:10:51
2422	55	D	2020.10.16	1	13:00:18	13:13:51
2423	65	C	2020.10.12	0	13:26:44	13:40:35
2424	64	B	2020.10.14	0	13:04:15	13:16:21
2425	78	C	2020.10.22	1	12:53:51	13:08:34
2426	50	A	2020.10.08	1	13:17:43	13:32:27
2427	61	C	2020.10.28	1	12:44:13	12:59:29
2428	115	A	2020.10.15	0	13:05:47	13:19:50
2429	170	B	2020.10.21	1	12:28:01	12:40:54
2430	159	A	2020.10.26	0	13:38:36	13:53:54
2431	97	C	2020.10.15	0	13:22:40	13:38:32
2432	174	A	2020.10.14	0	13:27:21	13:41:29
2433	79	B	2020.10.21	1	12:49:51	13:04:22
2434	49	A	2020.10.14	0	14:44:09	14:56:52
2435	112	C	2020.10.16	0	12:35:57	12:51:05
2436	152	A	2020.10.02	0	13:39:21	13:55:25
2437	182	C	2020.10.28	0	12:11:43	12:27:21
2438	29	B	2020.10.19	0	13:10:18	13:25:30
2439	67	B	2020.10.30	0	13:03:28	13:18:53
2440	117	A	2020.10.28	1	13:37:12	13:53:03
2441	97	A	2020.10.21	1	12:56:40	13:11:02
2442	186	A	2020.10.05	0	12:07:08	12:21:36
2443	162	A	2020.10.30	1	12:57:09	13:10:59
2444	46	C	2020.10.08	1	13:14:14	13:28:17
2445	145	A	2020.10.29	0	12:15:33	12:30:27
2446	164	D	2020.10.27	0	12:10:06	12:25:00
2447	84	A	2020.10.21	0	12:11:31	12:25:47
2448	51	C	2020.10.27	1	13:36:58	13:49:49
2449	160	D	2020.10.09	1	12:46:32	13:02:08
2450	43	B	2020.10.15	0	13:15:11	13:29:35
2451	67	C	2020.10.06	1	12:47:28	13:01:12
2452	77	B	2020.10.20	0	12:39:23	12:55:01
2453	78	A	2020.10.01	1	12:40:28	12:53:11
2454	109	A	2020.10.20	0	12:34:56	12:46:56
2455	44	C	2020.10.12	0	12:48:40	13:02:07
2456	65	A	2020.10.26	1	13:35:56	13:48:48
2457	19	C	2020.10.19	0	12:55:15	13:10:56
2458	145	A	2020.10.08	1	12:27:43	12:40:40
2459	104	A	2020.10.20	1	13:04:18	13:17:21
2460	84	B	2020.10.13	0	13:03:31	13:18:56
2461	193	C	2020.10.29	0	12:58:59	13:14:10
2462	8	D	2020.10.21	1	13:18:52	13:34:06
2463	62	A	2020.10.27	0	12:03:52	12:17:49
2464	72	C	2020.10.02	0	13:10:02	13:24:31
2465	103	A	2020.10.07	0	12:48:01	13:00:04
2466	102	D	2020.10.19	0	12:26:00	12:40:07
2467	39	B	2020.10.08	1	14:22:53	14:37:25
2468	156	C	2020.10.28	0	13:24:34	13:36:57
2469	148	B	2020.10.15	1	11:46:23	12:01:58
2470	29	A	2020.10.08	1	13:10:06	13:22:36
2471	84	B	2020.10.12	1	12:57:20	13:12:27
2472	174	C	2020.10.12	0	13:53:14	14:05:46
2473	92	A	2020.10.30	1	12:57:34	13:12:56
2474	124	A	2020.10.02	0	13:17:15	13:30:46
2475	96	B	2020.10.26	0	13:27:57	13:43:19
2476	36	C	2020.10.07	0	14:04:24	14:18:19
2477	168	B	2020.10.29	1	13:15:09	13:29:42
2478	51	A	2020.10.02	1	13:59:56	14:14:08
2479	84	C	2020.10.08	1	12:42:20	12:56:23
2480	13	A	2020.10.16	0	14:02:26	14:14:55
2481	169	C	2020.10.09	0	12:47:29	13:01:46
2482	116	C	2020.10.19	1	13:12:00	13:27:15
2483	94	C	2020.10.01	1	13:04:01	13:19:48
2484	145	C	2020.10.14	1	12:27:56	12:42:53
2485	96	C	2020.10.13	1	12:40:41	12:56:17
2486	119	B	2020.10.01	0	13:34:58	13:50:03
2487	54	A	2020.10.20	0	13:39:37	13:54:51
2488	115	C	2020.10.07	0	12:29:18	12:43:58
2489	152	C	2020.10.30	1	14:18:08	14:31:18
2490	134	B	2020.10.05	0	13:17:14	13:30:06
2491	80	C	2020.10.01	0	13:39:50	13:52:23
2492	106	B	2020.10.22	0	13:32:47	13:46:19
2493	20	C	2020.10.29	1	13:09:13	13:22:18
2494	4	D	2020.10.14	0	13:27:11	13:40:39
2495	3	A	2020.10.05	1	12:28:33	12:42:27
2496	137	C	2020.10.16	0	12:59:00	13:14:31
2497	185	C	2020.10.06	1	12:38:45	12:53:29
2498	124	B	2020.10.13	1	13:25:44	13:40:18
2499	5	B	2020.10.12	0	13:01:36	13:14:45
2500	111	B	2020.10.06	0	13:11:10	13:26:54
2501	159	A	2020.10.02	1	13:43:40	13:59:20
2502	182	A	2020.10.30	0	12:14:59	12:30:30
2503	82	C	2020.10.01	1	13:04:28	13:16:33
2504	113	C	2020.10.12	1	12:46:57	13:02:08
2505	132	B	2020.10.26	1	12:35:04	12:49:15
2506	63	B	2020.10.22	0	14:02:15	14:14:34
2507	137	C	2020.10.22	0	12:51:44	13:06:44
2508	167	C	2020.10.02	1	13:59:41	14:14:32
2509	79	B	2020.10.15	1	13:41:20	13:54:56
2510	10	A	2020.10.28	0	12:36:54	12:52:05
2511	58	C	2020.10.19	0	12:40:09	12:52:13
2512	75	A	2020.10.16	1	12:15:23	12:29:30
2513	56	A	2020.10.30	0	13:10:30	13:23:06
2514	156	A	2020.10.02	0	12:39:39	12:52:00
2515	174	A	2020.10.09	1	13:29:13	13:42:14
2516	107	B	2020.10.22	1	13:42:42	13:56:36
2517	54	C	2020.10.07	0	13:20:57	13:36:09
2518	39	B	2020.10.27	0	14:05:42	14:19:04
2519	122	B	2020.10.14	1	12:22:50	12:37:09
2520	167	A	2020.10.12	1	13:22:01	13:35:08
2521	164	D	2020.10.16	1	12:20:40	12:34:33
2522	36	D	2020.10.26	0	13:50:41	14:06:26
2523	101	A	2020.10.26	1	13:47:30	14:03:17
2524	111	A	2020.10.14	0	13:01:01	13:15:25
